Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
13:17:11,0,1,0,0,1,0,1,1,1.0,1.0,311.939,58.979,48.587,55.507,54.755,49.847,45.009,34.86,34.132,34.059,0.368,0.8,0.586,0.777,449.821,5.469
13:17:12,0,1,0,0,1,0,1,1,1.0,1.0,311.984,59.0,48.609,55.507,54.755,49.826,45.03,34.86,34.132,34.059,0.367,0.797,0.52,0.737,449.884,4.873
13:17:13,0,1,0,0,1,0,1,1,1.0,1.0,311.984,58.979,48.587,55.507,54.776,49.847,45.03,34.881,34.132,34.059,0.359,0.795,0.54,0.786,450.297,5.464
13:17:14,0,1,0,0,1,0,1,1,1.0,1.0,311.984,58.979,48.587,55.507,54.797,49.868,45.009,34.86,34.111,34.059,0.362,0.793,0.521,0.891,450.162,5.854
13:17:15,0,1,0,0,1,0,1,1,1.0,1.0,312.075,59.042,48.609,55.528,54.776,49.868,45.009,34.881,34.132,34.08,0.358,0.793,0.573,0.953,449.507,5.469
13:17:16,0,1,0,0,1,0,1,1,1.0,1.0,312.075,58.979,48.587,55.486,54.755,49.826,45.03,34.86,34.132,34.059,0.35,0.79,0.712,0.963,449.283,4.878
13:17:17,0,1,0,0,1,0,1,1,1.0,1.0,312.097,59.0,48.609,55.549,54.797,49.847,45.009,34.881,34.153,34.08,0.393,0.787,0.758,0.992,448.251,5.329
13:17:18,0,1,0,0,1,0,1,1,1.0,1.0,312.12,59.021,48.609,55.528,54.797,49.868,45.009,34.86,34.111,34.059,0.394,0.787,0.81,0.934,448.376,6.381
13:17:19,0,1,0,0,1,0,1,1,1.0,1.0,312.188,59.021,48.609,55.507,54.776,49.868,45.009,34.84,34.132,34.08,0.386,0.786,0.781,0.925,448.233,4.878
13:17:20,0,1,0,0,1,0,1,1,1.0,1.0,312.188,59.021,48.587,55.507,54.776,49.868,45.03,34.86,34.111,34.038,0.379,0.786,0.775,0.963,448.421,5.464
13:17:21,0,1,0,0,1,0,1,1,1.0,1.0,312.165,59.021,48.63,55.549,54.797,49.889,45.03,34.84,34.09,34.059,0.379,0.784,0.717,0.975,448.385,5.854
13:17:22,0,1,0,0,1,0,1,1,1.0,1.0,312.279,59.021,48.63,55.528,54.797,49.868,45.03,34.84,34.09,34.038,0.368,0.783,0.786,0.985,448.314,5.464
13:17:23,0,1,0,0,1,0,1,1,1.0,1.0,312.233,58.979,48.609,55.486,54.776,49.868,45.03,34.798,34.09,34.059,0.37,0.782,0.767,0.997,448.628,5.854
13:17:24,0,1,0,0,1,0,1,1,1.0,1.0,312.256,59.021,48.609,55.528,54.818,49.91,45.03,34.819,34.09,34.038,0.39,0.782,0.73,1.023,448.34,5.464
13:17:25,0,1,0,0,1,0,1,1,1.0,1.0,312.301,59.0,48.609,55.528,54.818,49.889,45.051,34.819,34.09,34.038,0.382,0.781,0.731,0.976,448.358,4.878
13:17:26,0,1,0,0,1,0,1,1,1.0,1.0,312.347,59.0,48.609,55.549,54.797,49.889,45.051,34.798,34.09,34.038,0.375,0.78,0.715,1.134,447.973,5.464
13:17:27,0,1,0,0,1,0,1,1,1.0,1.0,312.347,59.0,48.609,55.507,54.797,49.889,45.03,34.798,34.048,34.059,0.369,0.78,0.712,1.217,447.811,5.854
13:17:28,0,1,0,0,1,0,1,1,1.0,1.0,312.392,59.021,48.609,55.486,54.797,49.847,45.072,34.798,34.069,34.017,0.367,0.778,0.743,1.245,448.071,5.854
13:17:29,0,1,0,0,1,0,1,1,1.0,1.0,312.392,59.042,48.63,55.528,54.818,49.889,45.051,34.819,34.09,34.038,0.362,0.778,0.833,1.269,448.089,5.455
13:17:30,0,1,0,0,1,0,1,1,1.0,1.0,312.437,59.042,48.63,55.549,54.84,49.889,45.072,34.798,34.048,34.038,0.363,0.776,0.782,1.22,448.349,5.854
13:17:31,0,1,0,0,1,0,1,1,1.0,1.0,312.528,59.085,48.63,55.528,54.797,49.868,45.072,34.798,34.069,34.038,0.33,0.779,0.699,1.198,448.206,5.474
13:17:32,0,1,0,0,1,0,1,1,1.0,1.0,312.528,59.063,48.63,55.507,54.776,49.889,45.072,34.798,34.027,34.038,0.357,0.78,0.703,1.257,447.784,4.878
13:17:33,0,1,0,0,1,0,1,1,1.0,1.0,312.483,59.021,48.63,55.528,54.84,49.91,45.051,34.777,34.069,34.017,0.366,0.78,0.695,1.314,447.964,5.333
13:17:34,0,1,0,0,1,0,1,1,1.0,1.0,312.574,59.106,48.63,55.528,54.818,49.91,45.072,34.798,34.048,34.038,0.36,0.78,0.686,1.297,448.287,5.469
