Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
14:10:33,0,1,0,0,1,0,1,1,1.0,1.0,261.793,62.352,51.925,58.616,57.824,52.956,48.272,38.231,37.487,36.928,0.391,0.588,0.773,1.019,499.337,5.854
14:10:34,0,1,0,0,1,0,1,1,1.0,1.0,261.882,62.352,51.925,58.595,57.76,52.914,48.293,38.252,37.466,36.949,0.387,0.591,0.833,1.044,499.489,5.469
14:10:35,0,1,0,0,1,0,1,1,1.0,1.0,261.927,62.373,51.925,58.574,57.76,52.893,48.251,38.231,37.445,36.949,0.389,0.593,0.884,1.072,499.758,5.848
14:10:36,0,1,0,0,1,0,1,1,1.0,1.0,261.927,62.352,51.946,58.574,57.802,52.914,48.251,38.211,37.466,36.949,0.387,0.594,0.775,1.068,499.848,5.464
14:10:37,0,1,0,0,1,0,1,1,1.0,1.0,261.904,62.288,51.904,58.553,57.781,52.935,48.293,38.252,37.487,36.928,0.387,0.596,0.749,1.08,499.911,5.842
14:10:38,0,1,0,0,1,0,1,1,1.0,1.0,261.993,62.331,51.925,58.595,57.802,52.956,48.272,38.231,37.445,36.949,0.387,0.597,0.801,1.044,499.902,6.381
14:10:39,0,1,0,0,1,0,1,1,1.0,1.0,262.083,62.415,51.946,58.637,57.824,52.935,48.251,38.231,37.445,36.97,0.383,0.597,0.697,1.103,500.162,4.878
14:10:40,0,1,0,0,1,0,1,1,1.0,1.0,262.105,62.373,51.946,58.616,57.802,52.914,48.251,38.231,37.487,36.949,0.378,0.598,0.678,1.079,500.216,6.381
14:10:41,0,1,0,0,1,0,1,1,1.0,1.0,262.127,62.415,51.946,58.595,57.781,52.893,48.272,38.252,37.487,36.949,0.38,0.601,0.617,1.081,499.516,5.854
14:10:42,0,1,0,0,1,0,1,1,1.0,1.0,262.105,62.331,51.946,58.595,57.802,52.935,48.251,38.231,37.487,36.949,0.387,0.601,0.669,1.041,498.933,5.464
14:10:43,0,1,0,0,1,0,1,1,1.0,1.0,262.172,62.373,51.967,58.659,57.845,52.977,48.251,38.231,37.466,36.97,0.383,0.601,0.767,1.148,498.367,5.854
14:10:44,0,1,0,0,1,0,1,1,1.0,1.0,262.261,62.437,51.946,58.616,57.824,52.935,48.251,38.231,37.487,36.949,0.386,0.602,0.789,1.227,498.592,6.369
14:10:45,0,1,0,0,1,0,1,1,1.0,1.0,262.283,62.394,51.946,58.595,57.76,52.872,48.272,38.231,37.466,36.97,0.384,0.602,0.737,1.252,498.493,4.873
14:10:46,0,1,0,0,1,0,1,1,1.0,1.0,262.239,62.331,51.946,58.574,57.824,52.977,48.272,38.231,37.466,36.949,0.384,0.602,0.737,1.185,498.717,6.228
14:10:47,0,1,0,0,1,0,1,1,1.0,1.0,262.283,62.331,51.967,58.659,57.824,52.977,48.272,38.211,37.445,36.949,0.384,0.605,0.73,1.237,498.349,6.381
14:10:48,0,1,0,0,1,0,1,1,1.0,1.0,262.44,62.416,51.989,58.637,57.802,52.935,48.293,38.231,37.466,36.949,0.385,0.606,0.71,1.137,498.376,4.878
14:10:49,0,1,0,0,1,0,1,1,1.0,1.0,262.417,62.394,51.967,58.637,57.824,52.956,48.272,38.211,37.424,36.949,0.387,0.606,0.714,1.19,498.601,6.381
14:10:50,0,1,0,0,1,0,1,1,1.0,1.0,262.462,62.394,51.967,58.595,57.802,52.893,48.272,38.231,37.466,36.928,0.385,0.608,0.738,1.227,498.663,5.848
14:10:51,0,1,0,0,1,0,1,1,1.0,1.0,262.484,62.373,51.989,58.616,57.802,52.914,48.272,38.211,37.445,36.928,0.389,0.608,0.788,1.212,498.852,5.464
14:10:52,0,2,0,0,1,0,1,2,1.0,1.0,262.506,62.373,51.967,58.637,57.824,52.956,48.293,38.211,37.445,36.928,0.409,0.607,0.821,1.131,498.888,5.854
14:10:53,0,2,0,0,1,0,1,2,1.0,1.0,262.596,62.373,51.989,58.659,57.824,52.956,48.293,38.211,37.445,36.928,0.409,0.606,0.757,1.134,498.933,5.464
14:10:54,0,2,0,0,1,0,1,2,1.0,1.0,262.618,62.394,51.967,58.595,57.802,52.914,48.314,38.231,37.445,36.928,0.403,0.607,0.736,1.145,498.915,5.464
14:10:55,0,2,0,0,1,0,1,2,1.0,1.0,262.596,62.373,51.989,58.595,57.824,52.999,48.272,38.211,37.445,36.928,0.4,0.616,0.715,1.18,499.184,5.854
14:10:56,0,2,0,0,1,0,1,2,1.0,1.0,262.64,62.394,51.989,58.659,57.845,52.956,48.272,38.231,37.466,36.928,0.396,1.69,0.73,1.204,499.005,5.455
14:10:57,0,2,0,0,1,0,1,2,1.0,1.0,262.752,62.373,51.989,58.616,57.802,52.956,48.293,38.211,37.445,36.928,0.394,0.005,0.768,1.179,499.085,5.865
14:10:58,0,2,0,0,1,0,1,2,1.0,1.0,262.752,62.394,51.989,58.659,57.824,52.977,48.272,38.211,37.424,36.949,0.393,0.215,0.752,1.195,499.076,5.464
14:10:59,0,2,0,0,1,0,1,2,1.0,1.0,262.819,62.415,52.01,58.595,57.824,52.935,48.293,38.19,37.424,36.949,0.391,0.426,0.77,1.261,499.283,5.854
