Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
10:43:32,0,1,0,0,1,0,1,1,1.0,1.0,321.931,65.559,54.734,61.581,60.81,56.069,51.981,42.585,42.483,43.767,0.357,0.014,0.74,4.525,599.049,4.878
10:43:33,0,1,0,0,1,0,1,1,1.0,1.0,321.954,65.601,54.776,61.56,60.81,56.048,51.96,42.606,42.504,43.767,0.435,0.028,0.731,4.628,598.439,4.554
10:43:34,0,1,0,0,1,0,1,1,1.0,1.0,322.022,65.622,54.734,61.539,60.789,56.069,52.002,42.606,42.483,43.788,0.341,0.037,0.736,4.69,598.682,5.854
10:43:35,0,1,0,0,1,0,1,1,1.0,1.0,322.045,65.644,54.776,61.539,60.789,56.026,51.96,42.585,42.504,43.788,0.3,0.049,0.697,4.748,598.556,4.554
10:43:36,0,1,0,0,1,0,1,1,1.0,1.0,322.045,65.644,54.755,61.581,60.81,56.069,51.981,42.606,42.504,43.767,0.233,0.057,0.685,4.779,598.538,4.878
10:43:37,0,1,0,0,1,0,1,1,1.0,1.0,322.09,65.644,54.776,61.539,60.789,56.048,51.96,42.606,42.546,43.767,0.161,0.077,0.693,4.836,598.457,5.464
10:43:38,0,1,0,0,1,0,1,1,1.0,1.0,322.022,65.601,54.734,61.539,60.81,56.09,51.939,42.585,42.525,43.788,0.129,0.088,0.732,4.856,599.068,4.878
10:43:39,0,1,0,0,1,0,1,1,1.0,1.0,322.022,65.58,54.755,61.56,60.832,56.09,51.939,42.585,42.525,43.767,0.186,0.101,0.733,4.963,599.184,5.464
10:43:40,0,1,0,0,1,0,1,1,1.0,1.0,322.09,65.665,54.755,61.581,60.81,56.069,51.918,42.606,42.525,43.767,0.163,0.113,0.769,5.091,599.211,4.878
10:43:41,0,1,0,0,1,0,1,1,1.0,1.0,322.067,65.644,54.734,61.581,60.832,56.09,51.918,42.606,42.525,43.767,0.155,0.123,0.742,5.007,599.202,4.545
10:43:42,0,1,0,0,1,0,1,1,1.0,1.0,322.022,65.601,54.755,61.581,60.81,56.111,51.897,42.585,42.546,43.788,0.158,0.134,0.748,5.029,599.274,4.878
10:43:43,0,1,0,0,1,0,1,1,1.0,1.0,322.09,65.665,54.755,61.581,60.853,56.09,51.897,42.627,42.546,43.788,0.158,0.147,0.751,5.086,599.965,4.878
10:43:44,0,1,0,0,1,0,1,1,1.0,1.0,322.09,65.622,54.755,61.581,60.832,56.09,51.897,42.606,42.525,43.767,0.155,0.158,0.742,5.11,600.037,5.343
10:43:45,0,1,0,0,1,0,1,1,1.0,1.0,322.113,65.707,54.776,61.581,60.853,56.111,51.897,42.606,42.546,43.788,0.158,0.166,0.73,5.113,600.081,5.469
10:43:46,0,1,0,0,1,0,1,1,1.0,1.0,322.158,65.665,54.755,61.539,60.81,56.026,51.876,42.606,42.546,43.788,0.153,0.178,0.747,5.2,598.96,4.382
10:43:47,0,1,0,0,1,0,1,1,1.0,1.0,322.136,65.665,54.755,61.539,60.81,56.069,51.876,42.606,42.546,43.788,0.109,0.189,0.757,5.259,597.713,5.464
10:43:48,0,1,0,0,1,0,1,1,1.0,1.0,322.136,65.686,54.755,61.581,60.853,56.09,51.876,42.627,42.546,43.788,0.221,0.198,0.726,5.258,598.224,4.888
10:43:49,0,1,0,0,1,0,1,1,1.0,1.0,322.227,65.707,54.755,61.602,60.832,56.09,51.876,42.606,42.546,43.767,0.204,0.207,0.769,5.298,597.919,5.464
10:43:50,0,1,0,0,1,0,1,1,1.0,1.0,322.181,65.707,54.734,61.56,60.832,56.069,51.876,42.627,42.525,43.767,0.198,0.217,0.676,5.353,597.372,4.878
10:43:51,0,1,0,0,1,0,1,1,1.0,1.0,322.158,65.665,54.755,61.56,60.832,56.111,51.855,42.585,42.525,43.767,0.193,0.225,0.681,5.378,597.336,4.554
10:43:52,0,1,0,0,1,0,1,1,1.0,1.0,322.249,65.75,54.755,61.602,60.853,56.069,51.855,42.606,42.546,43.746,0.197,0.232,0.777,5.389,597.757,4.878
10:43:53,0,1,0,0,1,0,1,1,1.0,1.0,322.295,65.75,54.776,61.602,60.853,56.069,51.855,42.585,42.525,43.725,0.194,0.241,0.744,5.403,597.883,5.464
10:43:54,0,1,0,0,1,0,1,1,1.0,1.0,322.227,65.665,54.734,61.56,60.853,56.09,51.834,42.585,42.525,43.746,0.136,0.251,0.745,5.412,597.91,4.878
10:43:55,0,1,0,0,1,0,1,1,1.0,1.0,322.249,65.665,54.755,61.602,60.895,56.111,51.834,42.606,42.546,43.725,0.202,0.26,0.752,5.387,598.044,5.464
10:43:56,0,1,0,0,1,0,1,1,1.0,1.0,322.249,65.75,54.755,61.602,60.853,56.069,51.791,42.606,42.546,43.725,0.21,0.269,0.742,5.39,597.829,4.878
10:43:57,0,1,0,0,1,0,1,1,1.0,1.0,322.27200000000005,65.75,54.755,61.5915,60.8425,56.069,51.802,42.5955,42.5355,43.725,0.211,0.273,0.7295,5.424,597.8965000000001,4.716
10:43:58,0,1,0,0,1,0,1,1,1.0,1.0,322.295,65.75,54.755,61.581,60.832,56.069,51.813,42.585,42.525,43.725,0.212,0.277,0.717,5.458,597.964,4.554
10:43:59,0,1,0,0,1,0,1,1,1.0,1.0,322.295,65.718,54.755,61.5705,60.832,56.0475,51.802,42.585,42.525,43.725,0.21,0.2865,0.7384999999999999,5.464,597.9955,4.716
