Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
10:19:12,0,0,0,0,0,0,0,0,1.0,1.0,345.611,47.041,36.858,41.929,41.898,36.701,36.728,25.743,25.07,24.358,0.611,0.102,-0.109,0.848,299.408,4.554
10:19:13,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.041,36.88,41.887,41.876,36.68,36.728,25.723,25.091,24.337,0.636,0.129,-0.129,0.805,299.381,4.878
10:19:14,0,0,0,0,0,0,0,0,1.0,1.0,345.542,47.02,36.858,41.908,41.876,36.701,36.77,25.764,25.132,24.337,0.645,0.132,-0.151,0.787,299.381,5.338
10:19:15,0,0,0,0,0,0,0,0,1.0,1.0,345.588,47.062,36.88,41.929,41.898,36.722,36.77,25.764,25.112,24.358,0.657,0.678,-0.166,0.743,299.552,5.338
10:19:16,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.062,36.901,41.95,41.876,36.701,36.77,25.723,25.132,24.337,0.66,0.409,-0.163,0.892,299.632,5.469
10:19:17,0,0,0,0,0,0,0,0,1.0,1.0,345.68,47.083,36.88,41.929,41.876,36.701,36.812,25.743,25.112,24.358,0.653,0.338,-0.12,0.918,299.713,4.545
10:19:18,0,0,0,0,0,0,0,0,1.0,1.0,345.611,46.999,36.901,41.908,41.876,36.701,36.833,25.723,25.132,24.379,0.643,0.343,-0.158,0.944,299.722,5.469
10:19:19,0,0,0,0,0,0,0,0,1.0,1.0,345.588,47.062,36.88,41.95,41.876,36.722,36.854,25.743,25.153,24.379,0.638,0.312,-0.151,1.012,299.543,4.878
10:19:20,0,0,0,0,0,0,0,0,1.0,1.0,345.611,47.062,36.901,41.95,41.919,36.722,36.854,25.743,25.132,24.399,0.639,0.576,-0.169,0.971,299.57,5.464
10:19:21,0,0,0,0,0,0,0,0,1.0,1.0,345.703,47.062,36.922,41.908,41.876,36.701,36.875,25.743,25.132,24.399,0.634,0.532,-0.16,0.924,299.982,4.878
10:19:22,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.062,36.88,41.887,41.876,36.701,36.896,25.723,25.153,24.379,0.631,0.456,-0.151,0.929,299.982,5.464
10:19:23,0,0,0,0,0,0,0,0,1.0,1.0,345.634,47.041,36.922,41.887,41.898,36.743,36.917,25.723,25.132,24.379,0.627,0.334,-0.078,1.018,300.395,4.878
10:19:24,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.083,36.901,41.908,41.919,36.722,36.938,25.764,25.153,24.379,0.625,0.204,-0.087,1.004,300.377,4.554
10:19:25,0,0,0,0,0,0,0,0,1.0,1.0,345.68,47.062,36.901,41.95,41.919,36.722,36.959,25.743,25.153,24.379,0.622,1.095,-0.164,0.994,300.117,5.854
10:19:26,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.041,36.922,41.908,41.919,36.722,36.959,25.723,25.132,24.399,0.64,0.233,-0.12,1.041,299.507,4.55
10:19:27,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.062,36.922,41.929,41.919,36.764,36.959,25.743,25.153,24.4,0.66,0.945,-0.077,1.029,299.031,4.873
10:19:28,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.083,36.922,41.95,41.919,36.701,37.001,25.743,25.153,24.379,0.669,0.407,-0.014,1.043,299.031,5.474
10:19:29,0,0,0,0,0,0,0,0,1.0,1.0,345.611,46.999,36.901,41.908,41.898,36.743,37.022,25.743,25.153,24.379,0.656,0.171,-0.005,1.058,299.139,4.873
10:19:30,0,0,0,0,0,0,0,0,1.0,1.0,345.657,47.062,36.943,41.971,41.961,36.722,37.022,25.723,25.153,24.379,0.645,0.061,0.058,1.063,299.256,5.333
10:19:31,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.104,36.943,41.95,41.94,36.701,37.043,25.723,25.174,24.379,0.638,0.033,0.021,1.013,299.336,4.562
10:19:32,0,0,0,0,0,0,0,0,1.0,1.0,345.703,47.062,36.922,41.929,41.94,36.722,37.043,25.723,25.153,24.399,0.63,0.021,-0.01,1.062,299.327,4.873
10:19:33,0,0,0,0,0,0,0,0,1.0,1.0,345.68,47.062,36.922,41.929,41.94,36.743,37.064,25.723,25.153,24.4,0.626,0.01,-0.028,0.977,299.309,5.464
10:19:34,0,0,0,0,0,0,0,0,1.0,1.0,345.68,47.083,36.943,41.971,41.961,36.743,37.064,25.723,25.153,24.42,0.624,0.839,-0.094,1.005,299.372,4.883
10:19:35,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.083,36.943,41.991,41.961,36.722,37.106,25.743,25.195,24.42,0.622,0.857,-0.094,1.079,299.516,4.883
10:19:36,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.062,36.922,41.929,41.94,36.722,37.127,25.743,25.153,24.42,0.629,0.493,-0.141,1.059,299.543,4.55
10:19:37,0,0,0,0,0,0,0,0,1.0,1.0,345.703,47.083,36.922,41.971,41.982,36.785,37.148,25.743,25.174,24.441,0.638,0.331,-0.134,1.053,299.83,5.854
10:19:38,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.104,36.943,41.971,41.961,36.743,37.148,25.743,25.174,24.441,0.641,0.284,-0.129,1.109,299.964,4.554
10:19:39,0,0,0,0,0,0,0,0,1.0,1.0,345.794,47.125,36.943,41.95,41.961,36.743,37.169,25.764,25.195,24.42,0.628,0.189,-0.091,1.101,300.449,4.878
10:19:40,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.062,36.943,41.929,41.961,36.743,37.169,25.743,25.195,24.42,0.608,0.161,-0.102,1.061,300.413,5.464
10:19:41,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.041,36.922,41.971,41.961,36.764,37.169,25.743,25.216,24.441,0.609,0.157,-0.125,1.117,299.57,4.878
10:19:42,0,0,0,0,0,0,0,0,1.0,1.0,345.749,47.125,36.943,41.991,41.982,36.764,37.211,25.764,25.237,24.42,0.607,0.125,-0.105,1.143,299.363,5.464
10:19:43,0,0,0,0,0,0,0,0,1.0,1.0,345.794,47.083,36.964,41.95,41.961,36.722,37.253,25.785,25.216,24.42,0.6,0.107,-0.038,1.153,299.372,4.878
10:19:44,0,0,0,0,0,0,0,0,1.0,1.0,345.771,47.062,36.943,41.971,41.961,36.764,37.232,25.743,25.216,24.42,0.599,0.081,0.018,1.184,299.166,5.464
10:19:45,0,0,0,0,0,0,0,0,1.0,1.0,345.771,47.125,36.964,41.929,41.961,36.722,37.253,25.764,25.237,24.4,0.605,0.005,-0.003,1.23,298.941,4.878
10:19:46,0,0,0,0,0,0,0,0,1.0,1.0,345.726,47.062,36.964,41.929,41.961,36.701,37.274,25.785,25.258,24.399,0.626,0.568,0.009,1.248,298.843,5.013
10:19:47,0,0,0,0,0,0,0,0,1.0,1.0,345.749,47.083,36.964,41.95,41.982,36.806,37.295,25.785,25.237,24.399,0.643,0.492,-0.017,1.323,299.031,4.554
10:19:48,0,0,0,0,0,0,0,0,1.0,1.0,345.794,47.125,36.964,41.971,42.003,36.764,37.295,25.785,25.237,24.399,0.644,0.433,-0.047,1.334,299.085,5.848
10:19:49,0,0,0,0,0,0,0,0,1.0,1.0,345.817,47.146,36.985,41.971,41.961,36.743,37.295,25.785,25.258,24.399,0.635,0.342,-0.07,1.242,299.229,4.554
