Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
14:27:00,0,1,0,0,1,0,1,1,1.0,1.0,341.098,62.522,51.861,58.532,57.654,53.104,48.714,37.378,36.354,36.363,0.337,1.101,0.975,0.352,498.682,4.883
14:27:01,0,1,0,0,1,0,1,1,1.0,1.0,341.144,62.522,51.882,58.532,57.654,53.104,48.714,37.399,36.354,36.363,0.339,1.097,0.954,0.373,498.699,6.369
14:27:02,0,1,0,0,1,0,1,1,1.0,1.0,341.144,62.479,51.861,58.574,57.718,53.147,48.693,37.357,36.354,36.363,0.336,1.094,1.004,0.393,498.978,4.878
14:27:03,0,1,0,0,1,0,1,1,1.0,1.0,341.19,62.5215,51.8825,58.574,57.6965,53.1255,48.693,37.357,36.3435,36.363,0.336,1.094,1.004,0.393,498.978,4.878
14:27:04,0,1,0,0,1,0,1,1,1.0,1.0,341.236,62.564,51.904,58.574,57.675,53.104,48.693,37.357,36.333,36.363,0.336,1.094,1.004,0.393,498.978,4.878
14:27:05,0,1,0,0,1,0,1,1,1.0,1.0,341.293,62.5215,51.8825,58.574,57.686,53.104,48.672,37.3675,36.3435,36.3525,0.336,1.0910000000000002,0.9975,0.3305,499.0005,5.6295
14:27:06,0,1,0,0,1,0,1,1,1.0,1.0,341.35,62.479,51.861,58.574,57.697,53.104,48.651,37.378,36.354,36.342,0.336,1.088,0.991,0.268,499.023,6.381
14:27:07,0,1,0,0,1,0,1,1,1.0,1.0,341.396,62.543,51.904,58.616,57.718,53.126,48.651,37.336,36.333,36.363,0.338,1.086,1.023,0.327,499.247,4.878
14:27:08,0,1,0,0,1,0,1,1,1.0,1.0,341.465,62.543,51.882,58.616,57.718,53.104,48.63,37.315,36.333,36.363,0.339,1.081,0.974,0.267,499.247,6.375
14:27:09,0,1,0,0,1,0,1,1,1.0,1.0,341.556,62.522,51.882,58.553,57.697,53.104,48.651,37.315,36.354,36.342,0.333,1.075,1.012,0.316,498.834,4.878
14:27:10,0,1,0,0,1,0,1,1,1.0,1.0,341.556,62.479,51.882,58.553,57.697,53.126,48.651,37.295,36.333,36.363,0.334,1.07,0.98,0.355,499.103,6.375
14:27:11,0,1,0,0,1,0,1,1,1.0,1.0,341.671,62.564,51.882,58.616,57.718,53.126,48.651,37.295,36.333,36.363,0.328,1.066,0.956,0.334,499.345,4.878
14:27:12,0,1,0,0,1,0,1,1,1.0,1.0,341.716,62.522,51.904,58.574,57.697,53.104,48.651,37.295,36.333,36.342,0.327,1.06,1.014,0.483,499.48,6.369
14:27:13,0,1,0,0,1,0,1,1,1.0,1.0,341.716,62.479,51.882,58.574,57.718,53.147,48.672,37.295,36.333,36.363,0.326,1.056,0.964,0.446,498.933,4.883
14:27:14,0,1,0,0,1,0,1,1,1.0,1.0,341.739,62.479,51.882,58.595,57.739,53.168,48.672,37.274,36.333,36.342,0.324,1.053,0.957,0.466,499.157,6.369
14:27:15,0,1,0,0,1,0,1,1,1.0,1.0,341.877,62.564,51.904,58.616,57.739,53.126,48.672,37.295,36.354,36.342,0.325,1.05,0.882,0.489,499.292,4.883
